0.0017955,27.816
0.001976,80.711
0.0021565,158.04
0.0023369,182.68
0.0025174,116.87
0.0026979,101.3
0.0028784,86.555
0.0030589,68.099
0.0032394,54.549
0.0034199,44.218
0.0036004,36.815
0.0037809,28.535
0.0039614,22.983
0.0041419,17.106
0.0043224,13.283
0.0045029,10.84
0.0046834,9.7367
0.0048639,9.2661
0.0050444,5.3094
0.0052249,4.7545
0.0054054,4.3986
0.0055859,3.5897
0.0057664,3.2194
0.0059469,2.9735
0.0061274,2.3115
0.0063079,1.5347
0.0064883,1.0735
0.0066688,0.63034
0.0068493,0.23446
0.0070298,0.27592
0.0072103,-0.21572
0.0073908,-1.0291
0.0075713,-0.96628
0.0077518,-1.0749
0.0079323,-1.6673
0.0081128,-1.7157
0.0082933,-1.4754
0.0084738,-1.5997
0.0086543,-1.4043
0.0088348,-1.1457
0.0090153,-1.2092
0.0091958,-1.3219
0.0093763,-1.4029
0.0095568,-1.5001
0.0097373,-1.8751
0.0099178,-2.0376
0.010098,-1.9508
0.010279,-2.021
0.010459,-2.12
0.01064,-2.1418
0.01082,-2.0742
0.011001,-1.8686
0.011181,-1.8509
0.011362,-1.8468
0.011542,-1.9191
0.011723,-1.9821
0.011903,-1.869
0.012084,-1.8877
0.012264,-2.3372
0.012445,-2.0845
0.012625,-1.603
0.012806,-1.4451
0.012986,-1.5825
0.013167,-1.9487
0.013347,-2.0097
0.013528,-1.817
0.013708,-1.4688
0.013889,-1.3497
0.014069,-1.3091
0.01425,-1.4498
0.01443,-1.4553
0.014611,-1.3681
0.014791,-1.2931
0.014972,-1.2868
0.015152,-1.4765
0.015333,-1.4362
0.015513,-1.2204
0.015694,-1.0201
0.015874,-0.97592
0.016055,-1.0346
0.016235,-1.052
0.016416,-0.99138
0.016596,-1.1841
0.016777,-1.176
0.016957,-1.0709
0.017138,-0.972
0.017318,-0.9099
0.017499,-0.88617
0.017679,-0.951
0.01786,-1.0181
0.01804,-1.0014
0.018221,-0.93984
0.018401,-0.77088
0.018582,-0.75565
0.018762,-0.85391
0.018943,-0.91174
0.019123,-0.92401
0.019304,-0.87395
0.019484,-0.75054
0.019665,-0.69648
0.019845,-0.74046
0.020025,-0.73975
0.020206,-0.67854
0.020386,-0.64423
0.020567,-0.62366
0.020747,-0.60028
0.020928,-0.58375
0.021108,-0.60154
0.021289,-0.60653
0.021469,-0.61871
0.02165,-0.59447
0.02183,-0.6003
0.022011,-0.57342
0.022191,-0.52654
0.022372,-0.55056
0.022552,-0.64376
0.022733,-0.7109
0.022913,-0.69004
0.023094,-0.67906
0.023274,-0.71883
0.023455,-0.68214
0.023635,-0.65085
0.023816,-0.58194
0.023996,-0.55437
0.024177,-0.54766
0.024357,-0.5768
0.024538,-0.6183
0.024718,-0.59652
0.024899,-0.54182
0.025079,-0.55047
0.02526,-0.52288
0.02544,-0.52143
0.025621,-0.52398
0.025801,-0.53426
0.025982,-0.51386
0.026162,-0.51834
0.026343,-0.51859
0.026523,-0.45526
0.026704,-0.39364
0.026884,-0.40635
0.027065,-0.46405
0.027245,-0.47708
0.027426,-0.4711
0.027606,-0.45984
0.027787,-0.52533
0.027967,-0.61112
0.028148,-0.62447
0.028328,-0.55131
0.028509,-0.46092
0.028689,-0.44764
0.02887,-0.41015
0.02905,-0.40694
0.029231,-0.38976
0.029411,-0.39844
0.029592,-0.43444
0.029772,-0.50606
0.029953,-0.56233
0.030133,-0.53285
0.030314,-0.42503
0.030494,-0.35699
0.030675,-0.35885
0.030855,-0.38448
0.031036,-0.38249
0.031216,-0.38598
0.031397,-0.40576
0.031577,-0.39005
0.031758,-0.38845
0.031938,-0.37
0.032119,-0.41468
0.032299,-0.40866
0.03248,-0.37517
0.03266,-0.38932
0.032841,-0.4328
0.033021,-0.45313
0.033202,-0.41563
0.033382,-0.3847
0.033563,-0.49446
0.033743,-0.41777
0.033924,-0.45148
0.034104,-0.51129
0.034285,-0.52149
0.034465,-0.5034
0.034645,-0.49964
0.034826,-0.47331
0.035006,-0.43255
0.035187,-0.4054
0.035367,-0.32851
0.035548,-0.34651
0.035728,-0.41784
0.035909,-0.44992
