379.7,379.62
378.88,378.43
378.09,376.99
377.21,375.92
376,374.8
374.83,373.76
373.75,372.9
372.72,372.07
371.88,371.13
371.21,370.17
370.5,369.24
369.61,368.28
368.66,367.4
367.58,366.58
366.81,365.68
366.03,364.72
365.28,363.97
364.35,363.21
363.41,362.52
362.76,361.96
362.15,361.37
361.7,360.2
361.06,359.34
360.44,358.58
359.88,358.07
359.21,357.53
358.28,356.93
357.48,356.26
356.69,355.76
356.07,355.22
355.68,354.74
355.14,354.33
354.58,354.24
353.94,353.86
353.41,353.36
352.99,352.82
352.55,352.31
352.23,351.91
351.9,351.47
351.56,350.87
351.15,350.24
350.68,349.73
350.18,349.58
349.9,349.4
349.75,349.12
349.51,348.64
349.03,348.01
348.64,347.5
348.24,347.29
347.82,347.08
347.5,346.69
347.13,346.36
346.94,346.03
346.63,345.59
346.11,345.13
345.66,344.76
345.29,344.61
345.01,344.5
344.78,344.31
344.63,343.96
344.36,343.64
343.81,343.15
343.46,342.88
343.21,342.57
342.73,342.38
342.51,341.96
342.08,341.41
341.7,340.86
341.48,340.51
341.44,340.36
341.34,340.41
341.13,340.38
340.85,340.02
340.57,339.58
340.17,339.32
339.81,339.08
339.38,338.78
339.15,338.5
339.13,338.3
339.16,338.34
339.08,338.13
338.94,337.95
338.67,338.58
338.47,343.82
338.27,358.06
338.05,361.68
337.77,346.44
337.48,336.61
337.15,336.03
336.73,335.74
336.35,335.69
336.03,335.71
335.66,335.59
335.45,335.43
335.55,335.3
335.63,335.14
335.66,334.97
335.5,334.84
335.29,334.61
335.2,334.39
335.24,334.06
335.2,333.94
334.95,333.8
334.61,333.47
334.35,333.21
334.21,333.11
334.05,333.06
333.94,333.11
333.85,333.11
333.55,332.94
333.28,332.75
333.02,332.41
332.8,331.96
332.66,331.7
332.75,331.5
332.62,331.27
332.36,331.05
332.05,330.97
331.81,331.02
331.83,331
331.8,330.84
331.58,330.49
331.41,330.23
331.16,330.07
330.91,329.85
330.46,329.61
330.31,329.22
330.26,328.93
330.16,328.8
329.88,328.56
329.65,328.56
329.34,328.55
329.24,328.51
329.12,328.36
328.98,328.19
328.89,327.98
328.71,327.74
328.65,327.6
328.47,327.44
328.36,327.35
328.15,327.27
327.89,327.14
327.81,327.01
327.72,326.92
327.56,326.66
327.46,326.39
327.36,326.11
327.04,325.87
326.84,325.67
326.86,325.51
326.75,325.4
326.34,326.38
326,328.4
325.73,328.59
325.51,326.4
325.31,324.99
325.3,324.47
325.27,324.44
325.22,324.44
325.01,324.68
324.79,324.95
324.7,324.98
324.47,324.56
324.33,323.97
324.24,323.31
324.25,322.92
324.02,322.8
323.58,322.64
323.13,322.32
322.62,322
322.46,321.93
322.25,321.93
322.08,321.92
322.06,321.94
322.19,321.82
322.23,321.62
322.13,321.34
321.87,320.98
321.63,320.5
321.35,320.03
321.21,319.66
321.28,319.47
321.31,319.27
321.2,319.22
321,319.39
320.49,319.41
319.91,319.13
319.62,318.71
319.41,318.53
319.21,318.57
319,318.52
318.97,318.23
318.94,317.77
318.78,317.51
318.69,317.46
318.53,317.53
318.36,317.46
318.22,317.46
318.27,317.49
318.41,317.41
318.46,317.13
318.38,316.79
318.11,316.47
317.83,316.14
317.53,315.9
317.26,315.64
316.94,315.5
316.66,315.7
316.47,316
316.25,315.85
315.99,315.54
315.85,315.23
315.99,315.1
316.16,314.98
316.12,314.92
315.99,314.78
315.76,314.54
315.54,314.26
315.23,313.96
314.59,313.65
313.98,313.55
313.72,313.37
313.54,313.04
313.15,312.73
312.92,312.55
312.79,312.24
312.75,312.02
312.64,311.91
312.46,311.67
312.28,311.48
312.15,311.25
311.95,310.73
311.8,310.34
311.58,310.03
311.34,310
311.14,310.18
310.75,310.39
310.32,310.21
310.05,309.98
309.96,309.69
309.96,309.68
309.88,309.6
309.58,309.19
309.43,308.76
309.24,308.35
309.17,308.07
308.95,307.88
308.61,307.34
308.5,306.99
308.38,306.69
308.32,306.64
308.13,306.66
307.88,306.49
307.74,306.17
307.48,305.8
307.13,305.46
306.66,305.23
305.94,304.96
305.6,304.77
305.5,304.64
305.63,304.49
305.53,304.12
305.31,303.79
305.09,303.69
304.81,303.74
304.6,303.69
304.25,303.39
303.98,303.24
303.74,303.2
303.49,303.06
303.21,302.69
303.17,302.35
302.99,302.02
302.59,301.69
301.91,301.15
301.41,300.76
301.25,300.62
301.26,300.53
301.22,300.39
300.95,300.02
300.58,299.77
300.12,299.59
299.83,299.34
299.34,298.99
298.96,298.92
298.82,298.81
298.71,298.58
298.47,298
298.41,297.62
298.44,297.35
299.48,297.09
301.39,296.62
300.36,296.56
298.31,296.45
