# file created by $Id: average_rebin_scans 131 2018-07-09 19:48:33Z dndadmin $
# using q from column 2, I from column 3 and sigma(I) from column 4.
# saxs scale = 1.000000
# saxs constant = 0.000000
# maxs scale = 1.000000
# maxs constant = 0.000000
# waxs scale = 1.000000
# waxs constant = 0.000000
# sigma cutoff from Chauvenet's criterion based on sigma(I) from column 4
# bubble rejection sigma cutoff from Chauvenet's criterion
# postscale value cutoff = -10.000000
# 0.001000 <= allowed saxs q <= 100.000000
# 0.001000 <= allowed maxs q <= 100.000000
# 0.001000 <= allowed waxs q <= 100.000000
# variance is smoothed over 1 bins
# a file will be rejected if more than 0.25 times its points are rejected
# use original bins
#   File list input:
#     flow/plot_files/flow_hs104_183_0000.txt 
#     flow/plot_files/flow_hs104_183_0001.txt 
#     flow/plot_files/flow_hs104_183_0002.txt 
#     flow/plot_files/flow_hs104_183_0003.txt 
#     flow/plot_files/flow_hs104_183_0004.txt 
#     flow/plot_files/flow_hs104_183_0005.txt 
#     flow/plot_files/flow_hs104_183_0006.txt 
#     flow/plot_files/flow_hs104_183_0007.txt 
#     flow/plot_files/flow_hs104_183_0008.txt 
#     flow/plot_files/flow_hs104_183_0009.txt 
#
# *** read in points which are within q and value cutoffs ***
# flow/plot_files/flow_hs104_183_0000.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0001.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0002.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0003.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0004.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0005.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0006.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0007.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0008.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# flow/plot_files/flow_hs104_183_0009.txt has 706 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 7060 total points read in
# *** initial unbinned Chauvenet's criterion outlier file (ie bubble) rejection ***
# *** rebinning and final rejection cycles ***
# flow/plot_files/flow_hs104_183_0000.txt has had 22 points rejected as outliers
# flow/plot_files/flow_hs104_183_0001.txt has had 23 points rejected as outliers
# flow/plot_files/flow_hs104_183_0002.txt has had 16 points rejected as outliers
# flow/plot_files/flow_hs104_183_0003.txt has had 10 points rejected as outliers
# flow/plot_files/flow_hs104_183_0004.txt has had 27 points rejected as outliers
# flow/plot_files/flow_hs104_183_0005.txt has had 8 points rejected as outliers
# flow/plot_files/flow_hs104_183_0006.txt has had 20 points rejected as outliers
# flow/plot_files/flow_hs104_183_0007.txt has had 13 points rejected as outliers
# flow/plot_files/flow_hs104_183_0008.txt has had 17 points rejected as outliers
# flow/plot_files/flow_hs104_183_0009.txt has had 22 points rejected as outliers
# *** variance smoothing and output ***
0.0025405	12.5944	0.206237
0.0028097	12.5338	0.195081
0.0030789	11.3011	0.096403
0.0033481	7.46544	0.0860247
0.0036173	5.83786	0.0671592
0.0038865	4.71643	0.0513816
0.0041557	3.89701	0.0438334
0.0044249	3.22166	0.0304807
0.0046942	2.70053	0.0268645
0.0049634	2.26384	0.0221249
0.0052326	1.94846	0.0193021
0.0055018	1.67284	0.0156666
0.005771	1.44753	0.0136743
0.0060402	1.27285	0.0131175
0.0063094	1.12738	0.0104236
0.0065786	1.00119	0.00864883
0.0068479	0.896177	0.00882216
0.0071171	0.807415	0.00930601
0.0073863	0.727236	0.00909936
0.0076555	0.660021	0.00721528
0.0079247	0.601667	0.00601667
0.0081939	0.552608	0.00288131
0.0084631	0.503767	0.00625522
0.0087323	0.46524	0.00558967
0.0090015	0.431233	0.00520441
0.0092708	0.402432	0.00440242
0.00954	0.373277	0.00402515
0.0098092	0.34952	0.00397021
0.010078	0.327518	0.00363465
0.010348	0.308513	0.00433699
0.010617	0.290216	0.00325807
0.010886	0.275492	0.00265719
0.011155	0.261824	0.00269192
0.011424	0.247337	0.00309475
0.011694	0.235067	0.0027102
0.011963	0.225079	0.00269519
0.012232	0.21462	0.0028125
0.012501	0.205327	0.00238199
0.012771	0.198014	0.00241414
0.01304	0.191615	0.00189096
0.013309	0.184408	0.0021026
0.013578	0.178613	0.00194195
0.013847	0.172101	0.00205247
0.014117	0.167075	0.00205672
0.014386	0.162232	0.00169311
0.014655	0.157642	0.0017459
0.014924	0.153467	0.00152264
0.015193	0.149108	0.00165991
0.015463	0.145435	0.00175512
0.015732	0.142128	0.0013546
0.016001	0.13897	0.0011574
0.01627	0.135406	0.00126415
0.016539	0.132353	0.00115225
0.016809	0.13016	0.00112978
0.017078	0.127729	0.00146664
0.017347	0.125092	0.00147087
0.017616	0.123219	0.00121674
0.017886	0.121337	0.00090506
0.018155	0.119462	0.000946221
0.018424	0.117783	0.00122801
0.018693	0.116001	0.00104906
0.018962	0.114152	0.000962878
0.019232	0.112565	0.000936368
0.019501	0.1114	0.000983003
0.01977	0.109879	0.000395277
0.020039	0.109385	0.000907816
0.020308	0.107996	0.000415458
0.020578	0.106632	0.00104342
0.020847	0.105343	0.00101404
0.021116	0.104097	0.00101646
0.021385	0.10344	0.000842788
0.021654	0.103096	0.000916891
0.021924	0.101857	0.00103096
0.022193	0.100805	0.000706754
0.022462	0.100349	0.000693014
0.022731	0.100087	0.000514575
0.023001	0.0990475	0.000336567
0.02327	0.098665	0.000668324
0.023539	0.0978118	0.000752179
0.023808	0.0972058	0.000815167
0.024077	0.0964714	0.000608342
0.024347	0.0965023	0.000616182
0.024616	0.0956187	0.000611003
0.024885	0.0950409	0.000699773
0.025154	0.094612	0.00077679
0.025423	0.0942031	0.000667618
0.025693	0.0939623	0.000823813
0.025962	0.0937431	0.000634093
0.026231	0.0931913	0.000675422
0.0265	0.0927076	0.000334568
0.026769	0.0920162	0.00033212
0.027039	0.091946	0.000630511
0.027308	0.0917596	0.000354088
0.027577	0.0917418	0.000382386
0.027846	0.0911793	0.000714755
0.028116	0.0907315	0.000308846
0.028385	0.0905737	0.000510939
0.028654	0.0901748	0.000548755
0.028923	0.0895075	0.000373262
0.029192	0.0898595	0.000724679
0.029462	0.0897385	0.000568128
0.029731	0.0890635	0.000321684
