1.806,6.1806,2.8604,0.51916,1.8763,698.27
1.8319,6.3611,2.9793,0.65871,1.9954,698.36
1.7709,6.343,3.126,0.68351,2.0504,698.43
1.7267,6.3655,3.299,0.88447,2.2263,698.59
1.6452,6.2924,3.3758,0.99062,2.3102,698.53
1.6416,6.3875,3.3964,1.0392,2.4776,698.48
1.6061,6.5241,3.4193,1.1142,2.6544,698.43
1.5455,6.7618,3.5199,1.2225,2.8394,698.46
1.4657,6.8931,3.5561,1.2512,2.9853,698.47
1.4492,6.9718,3.6817,1.341,3.1491,698.53
1.4725,7.0206,3.8309,1.5334,3.2955,698.56
1.6161,7.1266,4.0908,1.8419,3.5017,698.65
1.7424,7.2706,4.2936,2.1663,3.7099,698.73
1.7963,7.3967,4.5126,2.4167,3.8393,698.9
1.8928,7.5225,4.7659,2.5588,3.9445,699.02
1.9357,7.5931,4.9699,2.6137,4.0062,699.07
1.9537,7.6324,5.1037,2.6013,4.0482,699.01
2.0178,7.688,5.2377,2.6608,4.1383,698.93
2.0296,7.6934,5.3115,2.6803,4.1878,698.88
1.7418,7.4683,5.0528,2.4371,3.9264,698.62
1.4811,7.1964,4.7106,2.1733,3.643,698.38
1.7989,7.5094,4.9531,2.4375,3.8918,698.56
2.3653,8.0495,5.3651,2.8699,4.2787,698.97
2.7563,8.3408,5.6649,3.0488,4.3613,699.16
2.9681,8.5491,5.8504,3.1019,4.3397,699.22
3.1475,8.7748,6.1036,3.1945,4.3957,699.38
3.1979,8.9646,6.2945,3.2096,4.4801,699.5
3.2192,9.1154,6.4235,3.2223,4.5563,699.58
3.2252,9.286,6.5999,3.3337,4.7013,699.61
3.182,9.3158,6.7476,3.475,4.8186,699.53
3.156,9.2704,6.8576,3.6227,4.8829,699.38
3.1775,9.2607,7.0054,3.7665,4.9135,699.25
3.1948,9.3032,7.1392,3.8808,4.8864,699.14
3.2859,9.4065,7.2828,4.0206,4.9751,699.03
3.4419,9.5822,7.4662,4.253,5.1533,698.97
3.6224,9.7462,7.6164,4.4468,5.3527,698.89
3.8124,9.8684,7.71,4.6276,5.5216,698.81
3.9516,9.9076,7.7893,4.7983,5.5763,698.75
3.9433,9.7918,7.788,4.9564,5.5253,698.56
3.887,9.6943,7.8314,5.1587,5.4867,698.34
3.7945,9.4528,7.8381,5.2736,5.4332,697.98
3.6264,9.2549,7.8056,5.3094,5.3683,697.54
3.5368,9.2291,7.8461,5.4512,5.412,697.26
3.4325,9.2385,7.8659,5.5722,5.3868,697.15
3.35,9.2778,7.8737,5.7441,5.4155,697.18
3.2151,9.2843,7.812,5.8682,5.4382,697.17
3.0882,9.2608,7.7011,5.9358,5.379,697.16
2.9062,9.1351,7.5602,5.909,5.2144,697.21
2.8212,8.9919,7.4974,5.8114,5.035,697.3
2.8254,9.0091,7.5198,5.7182,4.905,697.44
2.9074,9.161,7.6245,5.6856,4.8326,697.53
3.0576,9.4076,7.781,5.7408,4.8939,697.67
3.1712,9.6207,7.824,5.8028,4.9715,697.77
3.2259,9.7581,7.8236,5.803,4.9621,697.77
3.3781,9.8642,7.9311,5.858,4.9422,697.79
3.5612,9.8397,7.9966,5.885,4.8699,697.75
3.6965,9.8685,8.0498,5.8856,4.8038,697.73
3.7509,9.9157,8.0335,5.8961,4.8181,697.67
3.8925,10.024,8.0489,5.9582,4.924,697.63
4.0384,10.096,7.9841,5.9764,4.9847,697.57
4.1432,10.165,7.9619,5.9418,5.03,697.5
4.1732,10.216,7.8308,5.817,4.9942,697.37
4.1475,10.216,7.7881,5.7688,4.9473,697.38
4.1451,10.169,7.8014,5.7793,4.9173,697.36
4.0822,10.051,7.7493,5.8129,4.8373,697.36
3.9888,9.864,7.735,5.8225,4.7186,697.46
3.9634,9.645,7.7261,5.7809,4.5877,697.47
3.9341,9.4787,7.7359,5.7267,4.5574,697.38
3.8786,9.3319,7.6884,5.613,4.5269,697.29
3.7275,9.1332,7.5374,5.4789,4.4297,697.2
3.5894,8.9584,7.5023,5.4115,4.4068,697.17
3.4586,8.8658,7.5252,5.4057,4.4031,697.16
3.3823,8.8824,7.5256,5.3809,4.3881,697.19
3.2884,8.9027,7.4719,5.3506,4.411,697.16
3.1189,8.8063,7.3791,5.2525,4.3974,696.96
2.9572,8.7128,7.3085,5.2639,4.3489,696.89
2.8381,8.5992,7.1679,5.3047,4.3294,696.93
2.7563,8.4621,7.0203,5.2974,4.3131,697.1
2.791,8.443,7.0309,5.3541,4.3781,697.38
2.8668,8.5491,7.0932,5.5287,4.5398,697.7
2.872,8.6324,7.1334,5.6356,4.6925,698.02
2.8535,8.677,7.1448,5.6985,4.7842,698.3
2.8533,8.8213,7.1817,5.8331,4.893,698.65
3.0068,9.0864,7.327,6.0476,5.1042,699.17
3.2021,9.3175,7.5115,6.2352,5.2776,699.8
3.3725,9.4799,7.7193,6.4378,5.4201,700.41
3.47,9.5388,7.8458,6.5243,5.4466,700.94
3.573,9.5441,7.8999,6.6087,5.3823,701.09
3.6556,9.5418,7.9257,6.7112,5.3451,701.13
3.5998,9.582,7.9154,6.754,5.3919,701.19
3.5207,9.6345,7.9198,6.7144,5.4536,701.22
3.5226,9.7008,7.9121,6.5963,5.4609,701.4
3.5262,9.8411,7.9747,6.5369,5.509,701.59
3.5956,9.9891,8.2164,6.6191,5.6887,701.75
3.6719,10.083,8.4994,6.6812,5.8701,701.75
3.701,10.119,8.6451,6.6815,5.9728,701.41
3.6323,10.206,8.6605,6.6394,6.0523,700.98
3.51,10.284,8.5809,6.5376,6.0922,700.62
3.3533,10.27,8.4898,6.4061,6.1015,700.33
3.2372,10.168,8.4195,6.2957,6.0678,700
3.141,10.077,8.3633,6.2224,6.0084,699.54
3.1135,9.9955,8.3086,6.1824,5.9837,699.02
3.1725,9.9812,8.3283,6.1633,6.0411,698.68
3.2647,9.9951,8.3577,6.1263,6.1059,698.44
3.3029,9.9281,8.4271,6.0394,6.0765,698.12
3.2708,9.8526,8.5232,6.0149,6.0511,697.85
3.2143,9.7973,8.5612,6.0235,6.0275,697.71
3.1266,9.7565,8.554,6.0204,6.0942,697.63
3.2548,9.8292,8.6034,6.126,6.2773,697.72
3.3861,9.8679,8.6192,6.2502,6.4417,697.81
3.3047,9.7884,8.4999,6.1652,6.4526,697.78
3.1635,9.6843,8.3751,5.9711,6.3754,697.67
3.0895,9.6948,8.247,5.8849,6.301,697.54
3.1502,9.8246,8.2407,5.8904,6.3018,697.46
3.2413,9.9212,8.3602,5.9132,6.3222,697.32
3.2311,9.9342,8.4989,5.8797,6.3316,697.1
3.2325,9.9843,8.602,5.8585,6.3968,697.07
3.271,10.087,8.6687,5.9114,6.529,697.25
3.2432,10.16,8.672,5.9395,6.6225,697.36
3.176,10.162,8.6668,5.9727,6.6419,697.38
3.2118,10.25,8.7719,5.9968,6.6479,697.51
3.3095,10.435,8.9153,6.0786,6.7467,697.76
3.4071,10.647,8.9808,6.2046,6.8995,698.1
3.5314,10.902,9.0974,6.3229,7.0436,698.45
3.6094,11.059,9.2272,6.4008,7.1344,698.64
3.6921,11.238,9.3054,6.5139,7.1957,698.74
3.8456,11.413,9.3394,6.7636,7.3268,698.78
3.9293,11.53,9.371,6.9913,7.5275,698.8
3.9981,11.572,9.4487,7.1531,7.6875,698.81
4.0774,11.611,9.5402,7.3406,7.8095,698.91
4.1681,11.716,9.7293,7.4914,7.9309,699.21
4.2076,11.85,9.9334,7.6798,8.1281,699.43
4.1888,11.985,10.118,7.9495,8.3841,699.49
4.278,12.153,10.359,8.2577,8.6647,699.5
4.4384,12.323,10.568,8.5573,8.9231,699.57
4.5939,12.489,10.712,8.8668,9.1697,699.7
4.5999,12.594,10.848,9.0819,9.3384,699.76
4.565,12.673,11.036,9.3293,9.5152,699.86
4.4948,12.684,11.144,9.5535,9.6035,699.85
4.4684,12.698,11.156,9.7319,9.7376,699.62
4.4506,12.757,11.13,9.9289,9.9064,699.43
4.4348,12.8,11.128,10.069,9.9977,699.47
4.3951,12.831,11.213,10.174,9.9449,699.51
4.3739,12.919,11.379,10.251,9.831,699.5
4.3522,13.036,11.611,10.371,9.8502,699.52
4.3221,13.199,11.827,10.505,10.036,699.65
4.2564,13.348,11.933,10.567,10.223,699.83
4.3219,13.556,12.062,10.651,10.428,700.04
4.3882,13.764,12.191,10.753,10.607,700.21
4.436,13.952,12.235,10.879,10.749,700.45
4.475,13.991,12.21,10.916,10.835,700.66
4.5223,14.028,12.263,10.966,10.862,700.85
4.6545,14.27,12.499,11.153,10.909,701.08
4.7219,14.552,12.716,11.348,10.95,701.28
4.7561,14.753,12.888,11.519,10.991,701.43
4.7623,14.893,12.966,11.619,11.058,701.49
4.8797,15.009,13.032,11.698,11.176,701.68
4.9947,15.087,13.14,11.768,11.293,701.77
5.1095,15.203,13.322,11.843,11.399,701.74
5.1748,15.355,13.523,11.931,11.522,701.81
5.3018,15.527,13.796,12.084,11.642,702.21
5.4452,15.7,14.055,12.324,11.829,702.6
5.483,15.87,14.204,12.513,11.984,702.91
5.5705,16.088,14.336,12.701,12.243,703.19
5.5893,16.163,14.42,12.792,12.506,703.23
5.602,16.176,14.489,12.891,12.671,703.24
5.702,16.288,14.581,12.968,12.75,703.25
5.7627,16.388,14.719,13,12.787,703.31
5.8456,16.554,14.914,12.98,12.808,703.46
5.8908,16.692,15.065,12.919,12.809,703.73
5.8307,16.698,15.092,12.804,12.79,704
5.7916,16.661,15.154,12.784,12.843,704.35
5.7696,16.619,15.238,12.799,12.855,704.54
5.7721,16.556,15.229,12.774,12.743,704.64
5.8434,16.433,15.148,12.717,12.632,704.79
5.9156,16.21,15.051,12.632,12.549,705.01
6.0765,16.105,15.063,12.63,12.558,705.22
6.2227,16.109,15.095,12.636,12.564,705.36
6.2762,16.134,15.031,12.532,12.47,705.36
6.2148,16.142,14.861,12.346,12.283,705.25
6.0753,16.079,14.621,12.049,12.051,704.98
6.015,15.974,14.457,11.737,11.82,704.66
6.0061,15.824,14.375,11.421,11.546,704.23
6.0509,15.622,14.249,11.122,11.301,703.76
6.131,15.38,14.061,10.896,11.122,703.29
6.231,15.158,13.871,10.739,11.027,702.73
6.2835,14.927,13.668,10.537,10.898,702.42
6.4241,14.687,13.517,10.389,10.754,702.33
6.4952,14.439,13.301,10.262,10.512,702.2
6.4641,14.218,13.038,10.147,10.218,701.98
6.4297,13.987,12.754,9.974,9.8953,701.74
6.4577,13.809,12.595,9.832,9.6397,701.57
6.4352,13.544,12.413,9.6679,9.4049,701.53
6.3909,13.308,12.237,9.5092,9.2285,701.56
6.3028,13.135,12.105,9.3084,9.0834,701.27
6.2473,13.003,12.012,9.1496,8.9367,701.08
6.1464,12.829,11.854,8.9967,8.7849,701.1
6.0593,12.71,11.685,8.8232,8.6454,701.13
5.9697,12.603,11.461,8.622,8.4702,701.1
5.8712,12.435,11.265,8.34,8.2175,701.02
5.8255,12.148,10.993,7.9761,7.8308,700.98
5.7537,11.772,10.645,7.5554,7.3701,700.85
5.6431,11.415,10.313,7.1532,6.9578,700.69
5.5466,11.142,9.9759,6.838,6.665,700.53
5.4225,10.909,9.6081,6.5588,6.4277,700.3
5.3207,10.717,9.2366,6.3137,6.1914,700.14
5.3003,10.597,8.9354,6.1458,5.9662,699.91
5.2861,10.486,8.6727,5.9919,5.7276,699.55
5.1627,10.308,8.3328,5.6779,5.3878,699.1
4.978,10.107,7.9648,5.4031,5.0475,698.71
4.8241,9.9779,7.6819,5.3349,4.8391,698.29
4.7318,9.9177,7.4619,5.3506,4.7205,697.85
4.6937,9.899,7.287,5.4059,4.642,697.44
4.6263,9.7916,7.1415,5.3991,4.583,697
4.5649,9.6836,7.0316,5.3259,4.5551,696.62
4.5583,9.6301,7.0731,5.2526,4.559,696.29
4.5813,9.6747,7.2803,5.1756,4.5663,696.04
4.5273,9.6943,7.4251,5.0385,4.5907,695.78
4.4119,9.6668,7.4317,4.8951,4.5715,695.39
4.3344,9.5977,7.2993,4.7795,4.5591,694.88
4.2276,9.4789,7.1836,4.6814,4.5229,694.45
4.1203,9.382,7.1303,4.5746,4.5636,694.18
4.0556,9.3052,7.192,4.5288,4.6363,694
4.1157,9.3021,7.3094,4.5792,4.7068,693.83
4.3015,9.4006,7.3215,4.6676,4.7942,693.76
4.5616,9.565,7.3124,4.8177,4.8512,693.93
4.7386,9.7708,7.3612,4.9553,4.8967,694.02
4.8367,9.9993,7.42,5.0951,4.9213,694.02
4.888,10.237,7.4278,5.1853,4.9945,693.9
4.8444,10.443,7.3879,5.1923,5.1079,693.83
4.7061,10.616,7.4035,5.24,5.1981,693.76
4.5823,10.669,7.4164,5.3084,5.2235,693.73
4.5843,10.772,7.5169,5.4504,5.235,693.68
4.555,10.84,7.6274,5.6329,5.1738,693.59
4.499,10.915,7.721,5.8395,5.1465,693.45
4.4983,11.08,7.872,6.0901,5.2145,693.37
4.47,11.164,7.9361,6.3086,5.2588,693.55
4.4899,11.293,8.045,6.5733,5.3092,693.81
4.5056,11.411,8.1096,6.7702,5.2567,693.96
4.4881,11.514,8.1226,6.8888,5.1363,694.05
4.4585,11.61,8.0758,6.9691,5.0859,694.16
4.4098,11.631,8.0343,6.9655,5.1583,694.32
4.3274,11.693,8.0783,6.9239,5.3394,694.53
4.3486,11.831,8.221,7.0047,5.4933,694.86
4.403,11.857,8.3246,7.0003,5.5011,695.15
4.463,11.798,8.3157,6.9479,5.437,695.39
4.4927,11.732,8.2423,6.8862,5.3112,695.6
4.4206,11.707,8.177,6.8776,5.2433,695.58
4.3557,11.792,8.1563,6.9744,5.2723,695.5
4.2794,12.004,8.2337,7.1827,5.3462,695.38
