particle concentration [ppm],q [1/A],mean intensity [a.u.],standard deviation of intensity [a.u.],background-subtracted intensity [a.u.],standard deviation of background-subtracted intensity [a.u.]
1e-06,0.03698619263497627,29.624921135646684,0.19637293654078236,0.1009463722397399,0.3856765872563029
1e-06,0.03716573475953198,29.557186544342507,0.27959768184806594,0.049847094801222624,0.42228695524915216
1e-06,0.037345276847770316,29.506024096385538,0.2553392683583273,0.0033132530120383308,0.4085284613114971
1e-06,0.037524818899515845,29.57737003058104,0.14091058214706415,0.10519877675841371,0.33539747509546336
1e-06,0.03770436091459316,29.6015197568389,0.17878671624394835,0.13130699088145192,0.3320242646887814
1e-06,0.03788390289282678,29.646153846153844,0.1869307471581212,0.1505917159763257,0.2999552094754329
1e-06,0.03806344483404133,29.61611940298507,0.15047974073866943,0.13044776119402712,0.2913507767575786
1e-06,0.03824298673806135,29.52967359050445,0.2492943664535188,0.18486646884272773,0.37028325187920497
1e-06,0.038422528604711396,29.473887240356085,0.33880184998262686,0.12848664688427291,0.40752601231389424
1e-06,0.03860207043381606,29.500903614457833,0.34259595437153384,0.09246987951807739,0.4023903618858876
1e-06,0.038781612225199914,29.53371757925072,0.32013594517858096,0.06455331412103504,0.383892825280186
1e-06,0.038961153978687504,29.592753623188408,0.2940829340621232,0.07072463768115611,0.38441973664347845
1e-06,0.039140695694103424,29.600882352941177,0.1882722849684728,0.1600000000000037,0.39302416348086516
1e-06,0.03932023737127223,29.627665706051875,0.21781787399553812,0.2564841498559076,0.44246513856865827
1e-06,0.03949977901001849,29.52564841498559,0.1845964737394375,0.200576368876078,0.3656741435357833
1e-06,0.0396793206101668,29.43857142857143,0.1962599276056223,0.08714285714285452,0.304452000170771
1e-06,0.03985886217154169,29.40336134453782,0.30105725348155893,-0.07619047619046881,0.3781757435789241
1e-06,0.04003840369396776,29.539130434782606,0.29909335799871084,0.024637681159411784,0.39867086463219176
1e-06,0.04021794517726957,29.54150417827298,0.24502150243987242,0.05431754874651773,0.3840086204200289
1e-06,0.0403974866212717,29.54571428571429,0.19894004839861262,0.09257142857143208,0.36958929218477926
1e-06,0.040577028025798705,29.485434173669468,0.1558795215939809,0.09019607843137578,0.344381782436086
1e-06,0.04075656939067518,29.429014084507042,0.2247069991548146,0.001690140845067134,0.38416814245065584
1e-06,0.04093611071572567,29.473076923076924,0.23497219181503515,-0.05439560439560864,0.3161628412016788
1e-06,0.041115652000774765,29.490933333333327,0.22207250067438622,-0.11706666666666976,0.30990625105803216
1e-06,0.04129519324564705,29.487749287749285,0.31417358733467066,-0.11139601139601396,0.38421811286108
1e-06,0.04147473445016706,29.481717451523547,0.3416231308295419,-0.0667590027700804,0.43664356972917556
1e-06,0.04165427561415941,29.50741758241758,0.3350185458083817,0.026373626373622727,0.4518349725401846
1e-06,0.04183381673744864,29.435230352303524,0.3105913337390054,-0.001897018970190345,0.43794784197652353
1e-06,0.042013357819859334,29.43614775725594,0.3373432183213113,0.02453825857520542,0.4456136310020363
1e-06,0.04219289886121608,29.41574585635359,0.3945816166246381,0.05911602209944178,0.5161751343580163
1e-06,0.042372439861343425,29.447978436657685,0.36998141515060573,0.0986522911051253,0.49202561221099095
1e-06,0.04255198082006596,29.46876640419947,0.2845275103296421,0.11364829396324438,0.38559860770159543
1e-06,0.042731521737208275,29.50027472527473,0.26734157200281616,0.038736263736268484,0.344831001907545
1e-06,0.04291106261259491,29.48961038961039,0.20733797755624772,-0.024415584415585556,0.2757401912324468
1e-06,0.043090603446050466,29.449863760217987,0.22374023569911014,-0.07275204359672927,0.2820532035046757
1e-06,0.0432701442373995,29.396183206106866,0.2114350710824202,-0.055216284987285036,0.31039137506694514
1e-06,0.04344968498646659,29.363144329896905,0.18132482806399397,0.001030927835053319,0.2592268502483402
1e-06,0.043629225693076326,29.346437994722955,0.2477038615506717,0.03218997361476639,0.3062630171354685
1e-06,0.043808766357053275,29.36401028277635,0.3071892309267671,0.027506426735214973,0.39316940318980975
1e-06,0.043988306978222015,29.458823529411763,0.3421816450211571,0.0604278074866329,0.41131859993090436
1e-06,0.044167847556407104,29.540493827160496,0.2659282185208886,0.09753086419753387,0.3432394516076494
1e-06,0.04434738809143315,29.572609819121446,0.2740874998272865,0.08966408268733517,0.3385242708732691
1e-06,0.0445269285831247,29.6313315926893,0.24743584089748957,0.15352480417755032,0.3152114117331756
1e-06,0.04470646903130635,29.58571428571429,0.26079664420581034,0.18163265306122156,0.33940729753297444
1e-06,0.04488600943580268,29.59023136246787,0.3015352938138993,0.27429305912596647,0.35863098971160884
1e-06,0.04506554979643826,29.54189526184539,0.3039797960301451,0.25286783042394134,0.35480859978286544
1e-06,0.04524509011303765,29.39166666666667,0.2402985773673483,0.12297979797980574,0.3173663793360286
1e-06,0.045424630385425456,29.314536340852136,0.2021773613783152,0.037343358395993675,0.28890069037044996
1e-06,0.04560417061342625,29.197530864197535,0.2934555176373264,-0.19851851851851166,0.4003309102192895
1e-06,0.04578371079686459,29.1990171990172,0.2803632524005286,-0.19459459459459083,0.40615194460921117
1e-06,0.04596325093556509,29.226750000000003,0.22156277327153157,-0.13599999999999568,0.3772971309190838
1e-06,0.04614279102935229,29.276441102756888,0.23990094856620947,-0.015288220551383347,0.32477422116705423
1e-06,0.04632233107805078,29.262168674698795,0.3022935504155096,0.0604819277108426,0.34454941322895805
1e-06,0.04650187108148516,29.26699507389163,0.35944594593099305,0.15073891625615943,0.41014105017721025
1e-06,0.046681411039479995,29.289051094890503,0.34206822949361604,0.24525547445254503,0.40537470403484305
1e-06,0.04686095095185987,29.333090024330904,0.20466741980718064,0.3090024330900256,0.27910819739771575
1e-06,0.047040490818449354,29.33422330097087,0.21295981507244305,0.28980582524270915,0.29498051238437006
1e-06,0.047220030639073055,29.378554216867474,0.17056922282830903,0.3457831325301264,0.27648468300961454
1e-06,0.047399570413555504,29.386618004866175,0.1834022202709567,0.3459854014598527,0.28908652408176677
1e-06,0.04757911014172133,29.320140515222477,0.21707226980876845,0.2522248243559666,0.30904308166408395
1e-06,0.0477586498233951,29.288277511961724,0.22806271666642663,0.20382775119617946,0.3442122356044632
1e-06,0.047938189458401365,29.254196642685855,0.1869919357805264,0.18129496402877976,0.32022641496274573
1e-06,0.048117729046564764,29.23916083916084,0.20121883974427834,0.06946386946387051,0.38213937780923324
1e-06,0.04829726858770982,29.14761904761905,0.23040189672267583,-0.06880952380952365,0.38424536579317026
1e-06,0.04847680808166117,29.184397163120565,0.24511159992107465,-0.07777777777778283,0.301793119927517
1e-06,0.04865634752824335,29.233256351039262,0.25427241244031423,0.026096997690537194,0.27830785839146144
1e-06,0.04883588692728097,29.35011547344111,0.26507068629208574,0.1898383371824437,0.32401345512641677
1e-06,0.04901542627859861,29.322196261682244,0.21502043343261654,0.09626168224299647,0.3186910749032397
1e-06,0.049194965582020835,29.268794326241135,0.2312004766224755,0.04515366430260315,0.3019316078484609
1e-06,0.049374504837372254,29.252595936794584,0.19648281369841034,0.05846501128668535,0.251687333546208
1e-06,0.04955404404447743,29.240277777777777,0.0992772233614114,-0.013888888888892836,0.18113806793971005
1e-06,0.04973358320316096,29.284126984126978,0.11410673275912414,-0.050113378684812915,0.2299061424673067
1e-06,0.04991312231324743,29.30114942528736,0.17680238432244005,-0.042528735632181736,0.24553241590670538
1e-06,0.05009266137456141,29.286529680365295,0.17514332417716058,-0.047945205479454245,0.23521633403470255
1e-06,0.05027220038692751,29.25011185682327,0.14696062581867772,-0.03378076062639224,0.256394285853349
1e-06,0.050451739350170284,29.17940503432494,0.2154124070683406,-0.09290617848969873,0.3336635549758055
1e-06,0.05063127826411433,29.214831460674155,0.23885262071522875,-0.036179775280903215,0.3149328165729136
1e-06,0.050810817128584235,29.253153153153153,0.22193817574101762,0.054729729729729115,0.28864991747082
1e-06,0.05099035594340459,29.147032967032963,0.22507136358421503,0.09164835164834528,0.34849721366743985
1e-06,0.051169894708399985,29.06718403547672,0.1859623170769234,0.019733924611980314,0.34562819939677736
1e-06,0.051349433423395,28.975791855203624,0.13312725504022951,-0.05452488687782164,0.3074430884505516
1e-06,0.051528972088214206,28.977582417582415,0.24670229325069984,-0.0698901098901139,0.33540362597901957
1e-06,0.05170851070268221,28.99801324503311,0.3471086759850112,-0.0019867549668894924,0.3976139061521954
1e-06,0.051888049266623604,29.013507625272325,0.3365640072123602,-0.0023965141612229957,0.39476721395418063
1e-06,0.05206758777986296,29.124892703862663,0.2902550706562453,0.12339055793991704,0.36105346312479863
1e-06,0.05224712624222488,29.15671981776765,0.3472901036511058,0.19339407744875103,0.4019791247744955
1e-06,0.05242666465353394,29.167505241090147,0.3417942451827306,0.1867924528301863,0.3713607330396016
1e-06,0.05260620301361472,29.14717391304348,0.3100811681040105,0.13782608695652243,0.35847173511550473
1e-06,0.05278574132229184,29.095896328293737,0.22645909356961588,0.12613390928726176,0.3341444663402609
1e-06,0.052965279579389866,29.152494577006514,0.23966647177249126,0.14013015184382382,0.3419498723212278
1e-06,0.05314481778473338,29.05792811839324,0.28060344793042735,0.04334038054969014,0.34433074808316094
1e-06,0.053324355938147,29.074050632911394,0.2736742330890658,0.0698312236287002,0.3415108784110114
1e-06,0.053503894039455296,29.053812636165578,0.2779021465355938,0.13050108932461768,0.3248114676943478
1e-06,0.053683432088482856,29.072068230277182,0.24209169682023915,0.1488272921108731,0.3176196582515361
1e-06,0.05386297008505428,29.074364406779658,0.1559599793341992,0.15423728813559023,0.2690803079970915
1e-06,0.05404250802899417,29.04693446088795,0.2439764620463615,0.1331923890063429,0.305441738450696
1e-06,0.05422204592012708,29.06952965235174,0.3240595871610421,0.11574642126788959,0.38254014052395974
1e-06,0.054401583758277645,29.112606837606837,0.3104768500624955,0.17222222222221717,0.3861809305941963
1e-06,0.05458112154327043,29.14042105263158,0.2626488550372751,0.17789473684210222,0.3665284923897487
1e-06,0.054760659274930026,29.142973523421585,0.24340053947316242,0.1409368635437822,0.36147104033760047
1e-06,0.054940196953081034,29.028210526315796,0.31743878071371145,-0.004421052631570888,0.4133382241390042
1e-06,0.055119734577548055,28.976543209876542,0.2512213388360249,-0.013991769547327948,0.3265314759548514
1e-06,0.05529927214815566,28.92905263157895,0.21258582102710358,0.03073684210527361,0.30006625307228535
1e-06,0.055478809664728464,28.92958579881657,0.20520414691907266,0.06646942800789546,0.3293605085553271
1e-06,0.05565834712709105,28.91991701244813,0.20605576842418677,0.06659751037344463,0.30924870262731513
1e-06,0.055837884535068015,28.88085539714867,0.22626777946994203,0.01955193482687889,0.3188432506676527
1e-06,0.056017421888483944,28.944123711340204,0.2683859005313763,0.08886597938144192,0.35156936769298214
1e-06,0.05619695918716345,29.002028397565926,0.2875549566020931,0.15882352941176947,0.3585344609189429
1e-06,0.056376496430931095,28.930511811023628,0.28796602160432055,0.19862204724410049,0.3575313124846144
1e-06,0.056556033619611513,28.905656565656567,0.27242639594933693,0.22080808080808012,0.4027809157279797
1e-06,0.05673557075302929,28.826774847870183,0.26796997415312757,0.21866125760648814,0.37044448762003773
1e-06,0.05691510783100901,28.804400000000005,0.20004759433653205,0.16659999999999897,0.303116149354452
1e-06,0.05709464485337526,28.897425742574256,0.30252319303717007,0.2801980198019791,0.3882307880500151
1e-06,0.057274181819952655,29.100400801603207,0.7062611301187584,0.45430861723446725,0.7366710842760265
1e-06,0.05745371873056579,29.264457831325302,1.200255764988691,0.6265060240963933,1.2156080205524515
1e-06,0.05763325558503925,28.98039603960396,0.3713042372295732,0.35584158415841927,0.4165563399997261
1e-06,0.057812792383197656,28.82699029126213,0.17177706969875559,0.18252427184465958,0.2891794795983508
1e-06,0.05799232912486557,28.836986301369866,0.18160227156041037,0.2273972602739711,0.261984433035094
1e-06,0.058171865809867614,28.8572,0.12477563864837421,0.3178000000000054,0.3078990094180166
1e-06,0.05835140243802839,28.88742746615087,0.17934404533206888,0.3984526112185698,0.3708880210984327
1e-06,0.058530939009172486,28.854545454545452,0.23894790639845806,0.3048355899419697,0.36867938134707906
1e-06,0.05871047552312451,28.888697318007665,0.3043234144204234,0.30363984674329814,0.3725683283901259
1e-06,0.05889001197970903,28.840690978886755,0.2966354706437625,0.2527831094049944,0.34594238809753847
1e-06,0.0590695483787507,28.814538310412576,0.2613324051948004,0.2532416502947008,0.3505191849209714
1e-06,0.059249084720074056,28.797131931166348,0.22296857293620756,0.25984703632887474,0.29966273464432586
1e-06,0.05942862100350377,28.787548638132296,0.22882851320503836,0.3311284046692613,0.3066532990489742
1e-06,0.05960815722886439,28.83926499032882,0.20907373108156715,0.2854932301740831,0.28957973870422377
1e-06,0.05978769339598053,28.835674676524953,0.2264886572718982,0.1685767097966746,0.2788211376434268
1e-06,0.05996722950467678,28.859038461538468,0.18529532241415617,0.1555769230769357,0.26655379298778553
1e-06,0.06014676555477777,28.84067796610169,0.15318318818907492,0.22975517890771258,0.2794658401910305
1e-06,0.06032630154610808,28.79751434034416,0.1498376807490915,0.22447418738049052,0.23100410718421463
1e-06,0.06050583747849232,28.70905587668593,0.09515651811185705,0.17379576107899553,0.15838056528151062
1e-06,0.0606853733517551,28.6911231884058,0.1359595112902001,0.09800724637682023,0.16791914784337383
1e-06,0.060864909165721,28.612429378531072,0.16056820101257466,-0.029755178907727498,0.20125263402720572
1e-06,0.06104444492021463,28.63926605504587,0.18018535472482472,-0.04733944954128688,0.25146586492481965
1e-06,0.06122398061506063,28.559774436090226,0.18097082119886135,-0.17124060150376152,0.27846746763819397
1e-06,0.06140351625008354,28.595652173913045,0.13557829385752174,-0.11077504725897569,0.2733376995990605
1e-06,0.061583051825108,28.60825852782765,0.20976180036592038,-0.014003590664270149,0.30205042635715224
1e-06,0.061762587339958645,28.68181818181818,0.2300009856452724,0.13996212121212182,0.3325268415920038
1e-06,0.06194212279446003,28.73981981981982,0.17703965752812054,0.23081081081081223,0.2943765344426397
1e-06,0.06212165818843676,28.728756957328386,0.1611043530614029,0.17309833024119214,0.27141665065934106
1e-06,0.06230119352171348,28.700546448087437,0.15923896899509998,0.1185792349726853,0.26736082971417113
1e-06,0.06248072879411476,28.66282051282051,0.14772955534385482,0.07710622710622772,0.2526015532705164
1e-06,0.06266026400546522,28.62578849721707,0.16458826869454513,0.06512059369202206,0.2747315070121129
1e-06,0.06283979915558947,28.632495511669664,0.1288869678487327,0.02226211849192694,0.23779240226734927
1e-06,0.06301933424431212,28.6915770609319,0.18556211879600143,0.10591397849462325,0.2376755588045926
1e-06,0.06319886927145776,28.695870736086174,0.1397829506542806,0.2172351885098749,0.20047582551983273
1e-06,0.06337840423685101,28.608586762075134,0.17231714176608345,0.1806797853309483,0.24123698363483137
1e-06,0.06355793914031649,28.552102376599635,0.1493815142055266,0.1928702010968948,0.20591900093876903
1e-06,0.06373747398167877,28.539824561403503,0.1675085845119371,0.2308771929824509,0.2529025106677294
1e-06,0.06391700876076249,28.542649727767696,0.1661266521815228,0.21451905626134504,0.3160123960236556
1e-06,0.06409654347739224,28.533913043478258,0.21917045873277277,0.19026086956521127,0.3554632856540254
1e-06,0.06427607813139267,28.56379928315412,0.23108858628928192,0.2272401433691762,0.33957239696065666
1e-06,0.06445561272258835,28.613105924596056,0.11911930637706997,0.18114901256732807,0.27990425637323296
1e-06,0.0646351472508039,28.612780656303972,0.16177608136755484,0.11139896373056857,0.2719062181886277
1e-06,0.06481468171586394,28.525985663082434,0.18618726256395235,-0.015053763440864287,0.2937436167270079
1e-06,0.06499421611759303,28.467590987868284,0.23049582351485542,-0.038128249566725,0.3059203840419579
1e-06,0.06517375045581586,28.459180035650622,0.2324945535270015,-0.014616755793223746,0.2775716457737427
1e-06,0.065353284730357,28.47452991452991,0.2303613996778469,0.08273504273503818,0.278873578243694
1e-06,0.06553281894104104,28.522318339100345,0.2517862218810039,0.15899653979239048,0.3119089278502812
1e-06,0.06571235308769265,28.56221837088388,0.22669374966723016,0.16811091854419047,0.2943330163682865
1e-06,0.0658918871701364,28.572251308900526,0.20384877993822298,0.13019197207679056,0.3041965417322047
1e-06,0.0660714211881969,28.473275862068967,0.2260242244970013,-0.02741379310344172,0.32258565399288686
1e-06,0.06625095514169878,28.425636672325975,0.1729301009929325,-0.04006791171477175,0.32096377919689084
1e-06,0.06643048903046667,28.44182444061962,0.19736511656752836,0.010499139414797298,0.3268422821438501
1e-06,0.06661002285432516,28.490328151986184,0.2369731790014819,0.05768566493955163,0.33601230463926146
1e-06,0.06678955661309885,28.511130136986303,0.2661492713685448,0.080136986301369,0.299967843244163
1e-06,0.06696909030661238,28.46592844974446,0.21098688857086026,0.0006814310051055372,0.23333875757567415
1e-06,0.06714862393469034,28.38785357737105,0.1657415843543347,-0.057570715474206224,0.22877839953124718
1e-06,0.0673281574971574,28.338527397260272,0.14651181650589498,-0.027397260273975377,0.21781346917980093
1e-06,0.0675076909938381,28.323509369676323,0.13025730124127194,-0.011413969335603014,0.20834223653609538
1e-06,0.06768722442455713,28.443094841930115,0.13255718618654283,0.10748752079866719,0.21286277541133344
1e-06,0.06786675778913906,28.489491525423734,0.15679166238901804,0.11830508474576718,0.25492652337075544
1e-06,0.0680462910874085,28.547088186356074,0.18795192619830833,0.07171381031614388,0.3366619107262599
1e-06,0.06822582431919011,28.547008547008545,0.2332616276285631,0.01572649572649354,0.383235358946019
1e-06,0.06840535748430847,28.586743044189852,0.24856271841975972,0.10949263502454798,0.37226574312648614
1e-06,0.06858489058258821,28.571452145214522,0.24137808168509098,0.16584158415841443,0.30767577862923473
1e-06,0.06876442361385397,28.527787021630616,0.23257017606948177,0.20399334442595318,0.30301506392248984
1e-06,0.06894395657793032,28.52677685950413,0.27848767578003875,0.2421487603305721,0.340776463056749
1e-06,0.06912348947464192,28.53493377483444,0.2648493845233019,0.26374172185430567,0.31640736230332817
1e-06,0.06930302230381337,28.563695299837924,0.16837167161851596,0.2620745542949763,0.24256042274980413
1e-06,0.06948255506526929,28.541930116472543,0.20020455982752414,0.22745424292844518,0.24863942156414612
1e-06,0.06966208775883433,28.546655791190865,0.16076496225280434,0.23148450244698537,0.2395180345306508
1e-06,0.06984162038433307,28.557305194805195,0.1460552769025529,0.24301948051947875,0.25784541184379944
1e-06,0.07002115294159017,28.523809523809526,0.15345616077096585,0.20673234811165742,0.3016179007137422
1e-06,0.07020068543043022,28.51043338683789,0.13657626690971844,0.16516853932585107,0.29938996037558235
1e-06,0.07038021785067781,28.502640264026404,0.1818406975271854,0.08613861386139021,0.28897343752451365
1e-06,0.07055975020215764,28.492134831460675,0.18010632212793598,0.09357945425360725,0.2825680742333829
1e-06,0.07073928248469431,28.433649289099527,0.18138069507837576,-0.00900473933648982,0.2637540468411278
1e-06,0.07091881469811243,28.351227495908347,0.1342624926931087,-0.09067103109656571,0.24543392476908168
1e-06,0.0710983468422366,28.357961783439492,0.06831117395750717,-0.06703821656050835,0.15495234302731406
1e-06,0.07127787891689147,28.358919803600656,0.1526313601810047,-0.01358428805237466,0.22630621822477293
1e-06,0.07145741092190165,28.365271317829457,0.15067853261529832,0.08666666666666956,0.23134178025159882
1e-06,0.0716369428570918,28.40223642172524,0.17582308845427144,0.09520766773163203,0.24811510648062363
1e-06,0.07181647472228651,28.414399999999993,0.21343784106909622,0.10543999999999798,0.24967532196947342
1e-06,0.07199600651731043,28.498595943837756,0.1801168896563952,0.23369734789392282,0.21532478386614087
1e-06,0.07217553824198816,28.508653846153845,0.18866501966495383,0.2814102564102541,0.23340288481615307
1e-06,0.07235506989614432,28.43794712286159,0.16237345270247655,0.1987558320373246,0.23751574554788227
1e-06,0.07253460147960356,28.412241653418118,0.1204203064054434,0.0801271860095305,0.23250777923578816
1e-06,0.07271413299219052,28.402685624012634,0.13542759415879957,0.03507109004738851,0.249396497348247
1e-06,0.07289366443372979,28.432208588957046,0.16706221020168593,0.07653374233127863,0.26182041805693607
1e-06,0.07307319580404602,28.42963549920761,0.18864207075108633,0.0824088748019065,0.28876689318488474
1e-06,0.07325272710296384,28.39493087557604,0.18014897056516285,0.071735791090628,0.21995903356325341
1e-06,0.07343225833030785,28.38924050632911,0.18655056580924242,0.08101265822784143,0.2320645377640965
1e-06,0.07361178948590272,28.383771251931996,0.18380764585630535,0.07480680061824074,0.25616576977597155
1e-06,0.07379132056957305,28.376030534351145,0.19330444986464146,0.058167938931298124,0.290236074941
1e-06,0.07397085158114348,28.332612055641427,0.1692660171746326,0.00927357032458076,0.2572601994322069
1e-06,0.07415038252043864,28.27700617283951,0.19734420434050015,0.00972222222222996,0.25966499886750294
1e-06,0.07432991338728318,28.270788253477587,0.21149456461413882,0.025193199381760678,0.2754909917451519
1e-06,0.07450944418150168,28.285096870342773,0.19383587023236648,0.026825633383008807,0.262024060630563
1e-06,0.0746889749029188,28.30632716049383,0.19959049917284893,0.014351851851856168,0.2874458210218713
1e-06,0.0748685055513592,28.36451612903226,0.1822540996168319,0.035330261136714114,0.23865659012602497
1e-06,0.07504803612664747,28.358859784283517,0.1653312788900595,0.039907550077046494,0.22323614931470248
1e-06,0.07522756662860826,28.413582089552232,0.1500433589975128,0.007164179104471202,0.2076446104542241
1e-06,0.07540709705706622,28.401353383458645,0.13189170134271694,-0.007669172932338597,0.20210151491272363
1e-06,0.07558662741184592,28.33665158371041,0.20888538542738136,-0.034992458521873715,0.27304233755411855
1e-06,0.07576615769277208,28.339312406576976,0.18863123264825554,0.030044843049324754,0.2373195495387272
1e-06,0.07594568789966928,28.355287009063442,0.19070217746066476,0.1126888217522648,0.22388928870363
1e-06,0.07612521803236218,28.378026905829596,0.18994200375713374,0.12750373692077588,0.2325733163127594
1e-06,0.07630474809067538,28.347102526002978,0.12123612386724499,0.11723625557206674,0.17086924203552736
1e-06,0.07648427807443355,28.33539156626506,0.1733289799642726,0.13147590361445438,0.2237368476245608
1e-06,0.07666380798346129,28.318998527245945,0.1853637524417713,0.16892488954344387,0.2307431503546061
1e-06,0.07684333781758328,28.350074074074076,0.20842822859324783,0.18992592592593027,0.24273024084704395
1e-06,0.07702286757662413,28.33368107302534,0.18866025996598357,0.1611028315946399,0.22280577579882463
1e-06,0.0772023972604085,28.28138138138138,0.18683433632902732,0.03273273273273247,0.2463463870215493
1e-06,0.077381926868761,28.239642324888223,0.21503909578983102,-0.04605067064083457,0.2807488968765765
1e-06,0.07756145640150626,28.230527817403708,0.24418670661197156,-0.06447931526391315,0.3004863433631061
1e-06,0.07774098585846896,28.27514792899408,0.17092425518933188,-0.014053254437872198,0.24044651001101824
1e-06,0.0779205152394737,28.341678726483355,0.13553878558188495,0.1156295224312558,0.23813994522599297
1e-06,0.07810004454434515,28.40637037037037,0.14351732854913934,0.20340740740741126,0.22611897034932013
1e-06,0.07827957377290792,28.4148905109489,0.140353860431614,0.19824817518247428,0.20403202986265545
1e-06,0.07845910292498669,28.433477011494254,0.1637213116507893,0.19037356321839383,0.25949791359877544
1e-06,0.07863863200040608,28.41149927219796,0.15874235049762542,0.08719068413391895,0.27859125032545395
1e-06,0.07881816099899065,28.417831669044222,0.11707565060028045,0.08131241084165097,0.22629687204417417
1e-06,0.07899768992056518,28.35144927536232,0.1004197240731327,0.08420289855072483,0.23309957685134963
1e-06,0.07917721876495425,28.274458874458873,0.157774639409751,0.0017316017316026944,0.22548050764158506
1e-06,0.07935674753198249,28.322222222222223,0.1701347657384235,0.04271284271284159,0.2129501526463696
1e-06,0.07953627622147458,28.368181818181814,0.18083221691807838,0.07258064516128826,0.21349764132600496
1e-06,0.07971580483325512,28.35299860529986,0.18898104545746552,0.025244072524408523,0.23757475449854626
1e-06,0.07989533336714875,28.332568149210903,0.215772382951169,0.03758967001434854,0.26774508905978966
1e-06,0.08007486182298014,28.306223479490807,0.2417621798033615,0.029137199434227767,0.26642319035201717
1e-06,0.08025439020057394,28.287321937321934,0.23165743915118128,0.00584045584044901,0.2565686832503727
1e-06,0.08043391849975479,28.289311859443632,0.1818683777681736,0.009224011713030222,0.24550280006520592
1e-06,0.08061344672034731,28.288995873452546,0.15081883320004386,0.05763411279230013,0.22391880856684665
1e-06,0.0807929748621762,28.299859943977594,0.1383629458363947,0.05882352941176805,0.24951199535789118
1e-06,0.08097250292506604,28.406030855539967,0.1724206997734212,0.16647966339410303,0.2839196430892394
1e-06,0.0811520309088415,28.41301272984441,0.20284877762288095,0.18330975954738093,0.25962210209844894
1e-06,0.08133155881332725,28.400846262341325,0.14252927120949915,0.18674188998589258,0.19396419835805637
1e-06,0.08151108663834794,28.35986111111111,0.1219859616752975,0.1586111111111137,0.17312142049758814
1e-06,0.08169061438372817,28.352056737588658,0.14685311276344817,0.16709219858156743,0.21539370222759904
1e-06,0.08187014204929265,28.324691358024694,0.1925283425272606,0.1395061728395106,0.2387998153818017
1e-06,0.08204966963486597,28.27941988950276,0.14249706202610168,0.11201657458562764,0.19591055246796374
1e-06,0.08222919714027281,28.24728789986092,0.09197478751159242,0.015020862308762872,0.14821449727621283
1e-06,0.08240872456533782,28.26791147994468,0.12489565287719712,-0.03665283540801667,0.21746490830168297
1e-06,0.08258825190988565,28.346338028169015,0.16114110297637277,0.033802816901413735,0.22379913841358967
1e-06,0.08276777917374095,28.38925170068027,0.17585522171200896,0.11034013605441828,0.2625367055735148
1e-06,0.08294730635672835,28.434257975034676,0.13686087976437206,0.15644937586685614,0.23979896653872304
1e-06,0.08312683345867254,28.430257801899593,0.14570399487417648,0.13975576662143752,0.22889568157786466
1e-06,0.08330636047939813,28.454109589041092,0.1872670880908482,0.18890410958903558,0.23478065367229672
1e-06,0.08348588741872982,28.449794801641588,0.18532975313763322,0.2497948016415883,0.2270372270994574
1e-06,0.08366541427649223,28.453701211305514,0.203157447801794,0.25921938088828966,0.2648471768221866
1e-06,0.08384494105251003,28.401108033240995,0.21873152217936648,0.17700831024930608,0.262274358752031
1e-06,0.08402446774660784,28.358457374830852,0.22623085057243414,0.08484438430310703,0.2791366268191759
1e-06,0.08420399435861034,28.389445196211096,0.18481367268949045,0.05967523680649123,0.24399516009453942
1e-06,0.0843835208883422,28.410174029451138,0.16626506024081977,0.07603748326640059,0.2526267225838135
1e-06,0.08456304733562804,28.448387096774194,0.08747553049654877,0.20551075268817343,0.19752966389309412
1e-06,0.08474257370029256,28.41773533424284,0.12880315280841126,0.20027285129604167,0.24108924978464852
1e-06,0.08492209998216037,28.369365721997298,0.14066591083974636,0.13576248313090034,0.24686656945085925
1e-06,0.08510162618105613,28.417989417989418,0.15777601232526792,0.12989417989418328,0.2762199957876281
1e-06,0.08528115229680455,28.389139072847684,0.18211588196780454,0.07986754966887588,0.29070361492129504
1e-06,0.08546067832923022,28.421515561569684,0.12910393627213043,0.12489851150202469,0.24164933982553055
1e-06,0.08564020427815787,28.43780487804878,0.1381109816533349,0.12737127371273615,0.19163829741370972
1e-06,0.0858197301434121,28.51316818774446,0.13141206690544885,0.23311603650586932,0.1935392470172266
1e-06,0.0859992559248176,28.48477970627503,0.1670818113982252,0.17169559412549873,0.2381766868830598
1e-06,0.08617878162219897,28.4526938239159,0.1741586234347487,0.1571616294349525,0.267049738294493
1e-06,0.08635830723538095,28.4104774535809,0.23608116253789566,0.11976127320954788,0.31656802580261434
1e-06,0.08653783276418814,28.387581699346406,0.20876128031837662,0.0849673202614376,0.27424481452162375
1e-06,0.08671735820844528,28.46156862745098,0.17744244614167293,0.10431372549019713,0.21990992295764059
1e-06,0.08689688356797694,28.55844504021448,0.1310800053934237,0.18847184986595522,0.20181026361664048
1e-06,0.08707640884260782,28.60361290322581,0.13651442159993377,0.16270967741935394,0.19887872993154188
1e-06,0.08725593403216259,28.64886211512718,0.13485719462505427,0.2270414993306673,0.2002164564346912
1e-06,0.0874354591364659,28.57061790668348,0.1600035560607769,0.15321563682219264,0.2049940687337027
1e-06,0.08761498415534243,28.427131782945736,0.20485367006807653,0.11304909560723786,0.2434943993844037
