particle concentration [ppm],q [1/A],mean intensity [a.u.],standard deviation of intensity [a.u.],background-subtracted intensity [a.u.],standard deviation of background-subtracted intensity [a.u.]
0.0,0.01615910656391135,42.6863309352518,0.586206898651045,0.0,0.586206898651045
0.0,0.016338651710753032,42.13172413793103,0.37634514985527007,0.0,0.37634514985527007
0.0,0.016518196841628596,41.66301369863014,0.43649863285430596,0.0,0.43649863285430596
0.0,0.016697741956362592,40.969387755102034,0.4161714397006963,0.0,0.4161714397006963
0.0,0.016877287054779554,40.53921568627451,0.3888010006690587,0.0,0.3888010006690587
0.0,0.01705683213670406,40.17739726027397,0.3122183474606914,0.0,0.3122183474606914
0.0,0.01723637720196064,39.93774834437086,0.2793760238052878,0.0,0.2793760238052878
0.0,0.01741592225037385,39.58553459119497,0.31781175487730223,0.0,0.31781175487730223
0.0,0.017595467281768244,39.309150326797386,0.4502698769720881,0.0,0.4502698769720881
0.0,0.01777501229596838,39.04074074074074,0.5032374990909597,0.0,0.5032374990909597
0.0,0.017954557292798802,38.60588235294118,0.44986173658245937,0.0,0.44986173658245937
0.0,0.01813410227208406,38.18922155688622,0.29965498226224735,0.0,0.29965498226224735
0.0,0.018313647233648707,37.737037037037034,0.38234948594333373,0.0,0.38234948594333373
0.0,0.018493192177317295,37.663694267515936,0.36514985305771896,0.0,0.36514985305771896
0.0,0.018672737102914377,37.54437869822485,0.3054882369551876,0.0,0.3054882369551876
0.0,0.018852282010264506,37.437654320987654,0.22131932486942568,0.0,0.22131932486942568
0.0,0.019031826899192233,37.31028571428571,0.387646377882912,0.0,0.387646377882912
0.0,0.019211371769522114,36.97869822485207,0.3919572363453236,0.0,0.3919572363453236
0.0,0.019390916621078693,36.50778443113772,0.4874839965067525,0.0,0.4874839965067525
